,city,object,type,geometry,lat,lon
1045,Москва,amenity,cafe,POINT (37.4036234 55.8093741),55.8093741,37.4036234
1046,Москва,amenity,cafe,POINT (37.6552053 55.7766419),55.7766419,37.6552053
1047,Москва,amenity,cafe,POINT (37.6521782 55.7729185),55.7729185,37.6521782
1048,Москва,amenity,cafe,POINT (37.6552363 55.7764606),55.7764606,37.6552363
1049,Москва,amenity,cafe,POINT (37.6150607 55.7041918),55.7041918,37.6150607
1050,Москва,amenity,cafe,POINT (37.6322957 55.7225772),55.7225772,37.6322957
1051,Москва,amenity,cafe,POINT (37.5985803 55.6640995),55.6640995,37.5985803
1052,Москва,amenity,cafe,POINT (37.5543956 55.7585691),55.7585691,37.5543956
1053,Москва,amenity,cafe,POINT (37.7853316 55.7169694),55.7169694,37.7853316
1054,Москва,amenity,cafe,POINT (37.5635586 55.8036923),55.8036923,37.5635586
1055,Москва,amenity,cafe,POINT (37.8009987 55.8074347),55.8074347,37.8009987
1056,Москва,amenity,cafe,POINT (37.6178134 55.7937854),55.7937854,37.6178134
1057,Москва,amenity,cafe,POINT (37.5981882 55.7719685),55.7719685,37.5981882
1058,Москва,amenity,cafe,POINT (37.6234618 55.7169952),55.7169952,37.6234618
1059,Москва,amenity,cafe,POINT (37.8760361 55.7110461),55.7110461,37.8760361
1060,Москва,amenity,cafe,POINT (37.4180621 55.740855),55.740855,37.4180621
1061,Москва,amenity,cafe,POINT (37.8457469 55.7029279),55.7029279,37.8457469
1062,Москва,amenity,cafe,POINT (37.8513296 55.6975788),55.6975788,37.8513296
1063,Москва,amenity,cafe,POINT (37.8496614 55.6950573),55.6950573,37.8496614
1064,Москва,amenity,cafe,POINT (37.6104101 55.6705794),55.6705794,37.6104101
1065,Москва,amenity,cafe,POINT (37.6057467 55.75373),55.75373,37.6057467
1066,Москва,amenity,cafe,POINT (37.6057053 55.753627),55.753627,37.6057053
1067,Москва,amenity,cafe,POINT (37.567558 55.7624457),55.7624457,37.567558
1068,Москва,amenity,cafe,POINT (37.6379907 55.8706504),55.8706504,37.6379907
1069,Москва,amenity,cafe,POINT (37.6534903 55.8566564),55.8566564,37.6534903
1070,Москва,amenity,cafe,POINT (37.6171957 55.7586343),55.7586343,37.6171957
1071,Москва,amenity,cafe,POINT (37.7993337 55.8131892),55.8131892,37.7993337
1072,Москва,amenity,cafe,POINT (37.787787 55.792178),55.792178,37.787787
1073,Москва,amenity,cafe,POINT (37.7227419 55.6092819),55.6092819,37.7227419
1074,Москва,amenity,cafe,POINT (37.609686 55.7403785),55.7403785,37.609686
1075,Москва,amenity,cafe,POINT (37.526059 55.8891422),55.8891422,37.526059
1076,Москва,amenity,cafe,POINT (37.5905303 55.8047124),55.8047124,37.5905303
1077,Москва,amenity,cafe,POINT (37.5517419 55.7332917),55.7332917,37.5517419
1078,Москва,amenity,cafe,POINT (37.727652 55.6924199),55.6924199,37.727652
1079,Москва,amenity,cafe,POINT (37.6227477 55.723282),55.723282,37.6227477
1080,Москва,amenity,cafe,POINT (37.7102625 55.7539086),55.7539086,37.7102625
1081,Москва,amenity,cafe,POINT (37.5928813 55.7521755),55.7521755,37.5928813
1082,Москва,amenity,cafe,POINT (37.6098742 55.7597469),55.7597469,37.6098742
1083,Москва,amenity,cafe,POINT (37.5643185 55.7340394),55.7340394,37.5643185
1084,Москва,amenity,cafe,POINT (37.6306313 55.7278157),55.7278157,37.6306313
1085,Москва,amenity,cafe,POINT (37.4765807 55.6766758),55.6766758,37.4765807
1086,Москва,amenity,cafe,POINT (37.5709293 55.6790935),55.6790935,37.5709293
1087,Москва,amenity,cafe,POINT (37.6404186 55.7052294),55.7052294,37.6404186
1088,Москва,amenity,cafe,POINT (37.4426987 55.8396256),55.8396256,37.4426987
1089,Москва,amenity,cafe,POINT (37.596524 55.7513258),55.7513258,37.596524
1090,Москва,amenity,cafe,POINT (37.5388853 55.7470563),55.7470563,37.5388853
1091,Москва,amenity,cafe,POINT (37.5377549 55.749649),55.749649,37.5377549
1092,Москва,amenity,cafe,POINT (37.6584436 55.7579589),55.7579589,37.6584436
1093,Москва,amenity,cafe,POINT (37.6396798 55.7381983),55.7381983,37.6396798
1094,Москва,amenity,cafe,POINT (37.71906 55.7835618),55.7835618,37.71906
1095,Москва,amenity,cafe,POINT (37.5604908 55.7832112),55.7832112,37.5604908
1096,Москва,amenity,cafe,POINT (37.4435129 55.7106326),55.7106326,37.4435129
1097,Москва,amenity,cafe,POINT (37.529229 55.7907693),55.7907693,37.529229
1098,Москва,amenity,cafe,POINT (37.6330075 55.7779052),55.7779052,37.6330075
1099,Москва,amenity,cafe,POINT (37.7057815 55.7916749),55.7916749,37.7057815
1100,Москва,amenity,cafe,POINT (37.5410781 55.7491071),55.7491071,37.5410781
1101,Москва,amenity,cafe,POINT (37.6541186 55.7086974),55.7086974,37.6541186
1102,Москва,amenity,cafe,POINT (37.521314 55.8055076),55.8055076,37.521314
1103,Москва,amenity,cafe,POINT (37.4239074 55.7704369),55.7704369,37.4239074
1104,Москва,amenity,cafe,POINT (37.6526794 55.7418471),55.7418471,37.6526794
1105,Москва,amenity,cafe,POINT (37.6411117 55.7312988),55.7312988,37.6411117
1106,Москва,amenity,cafe,POINT (37.6408402 55.7316201),55.7316201,37.6408402
1107,Москва,amenity,cafe,POINT (37.5661685 55.7434194),55.7434194,37.5661685
1108,Москва,amenity,cafe,POINT (37.5645438 55.743112),55.743112,37.5645438
1109,Москва,amenity,cafe,POINT (37.5677302 55.7431434),55.7431434,37.5677302
1110,Москва,amenity,cafe,POINT (37.6362299 55.729725),55.729725,37.6362299
1111,Москва,amenity,cafe,POINT (37.6392738 55.7299199),55.7299199,37.6392738
1112,Москва,amenity,cafe,POINT (37.5670799 55.7428695),55.7428695,37.5670799
1113,Москва,amenity,cafe,POINT (37.6128248 55.7944968),55.7944968,37.6128248
1114,Москва,amenity,cafe,POINT (37.5656738 55.7446059),55.7446059,37.5656738
1115,Москва,amenity,cafe,POINT (37.5660457 55.7449048),55.7449048,37.5660457
1116,Москва,amenity,cafe,POINT (37.6202815 55.7648797),55.7648797,37.6202815
1117,Москва,amenity,cafe,POINT (37.5928484 55.7808586),55.7808586,37.5928484
1118,Москва,amenity,cafe,POINT (37.4919246 55.8406022),55.8406022,37.4919246
1119,Москва,amenity,cafe,POINT (37.502261 55.741321),55.741321,37.502261
1120,Москва,amenity,cafe,POINT (37.5769016 55.8380178),55.8380178,37.5769016
1121,Москва,amenity,cafe,POINT (37.4368962 55.7111004),55.7111004,37.4368962
1122,Москва,amenity,cafe,POINT (37.539777 55.748159),55.748159,37.539777
1123,Москва,amenity,cafe,POINT (37.567511 55.7445244),55.7445244,37.567511
1124,Москва,amenity,cafe,POINT (37.5661327 55.7449104),55.7449104,37.5661327
1125,Москва,amenity,cafe,POINT (37.6346717 55.6774558),55.6774558,37.6346717
1126,Москва,amenity,cafe,POINT (37.53935 55.748197),55.748197,37.53935
1127,Москва,amenity,cafe,POINT (37.7769318 55.6679407),55.6679407,37.7769318
1128,Москва,amenity,cafe,POINT (37.5455056 55.865589),55.865589,37.5455056
1129,Москва,amenity,cafe,POINT (37.4152826 55.8378365),55.8378365,37.4152826
1130,Москва,amenity,cafe,POINT (37.5885133 55.8065811),55.8065811,37.5885133
1131,Москва,amenity,cafe,POINT (37.8989721 55.7215676),55.7215676,37.8989721
1132,Москва,amenity,cafe,POINT (37.5391657 55.7469859),55.7469859,37.5391657
1133,Москва,amenity,cafe,POINT (37.5388218 55.747037),55.747037,37.5388218
1134,Москва,amenity,cafe,POINT (37.5298829 55.8527376),55.8527376,37.5298829
1135,Москва,amenity,cafe,POINT (37.6443834 55.8191989),55.8191989,37.6443834
1136,Москва,amenity,cafe,POINT (37.6730445 55.772413),55.772413,37.6730445
1137,Москва,amenity,cafe,POINT (37.5343512 55.8512582),55.8512582,37.5343512
1138,Москва,amenity,cafe,POINT (37.6093571 55.7661246),55.7661246,37.6093571
1139,Москва,amenity,cafe,POINT (37.6829 55.7907799),55.7907799,37.6829
1140,Москва,amenity,cafe,POINT (37.7483941 55.6581209),55.6581209,37.7483941
1141,Москва,amenity,cafe,POINT (37.7566263 55.6143475),55.6143475,37.7566263
1142,Москва,amenity,cafe,POINT (37.6651556 55.749644),55.749644,37.6651556
1143,Москва,amenity,cafe,POINT (37.4825671 55.8608651),55.8608651,37.4825671
1144,Москва,amenity,cafe,POINT (37.5978887 55.7474035),55.7474035,37.5978887
1145,Москва,amenity,cafe,POINT (37.515236 55.6725831),55.6725831,37.515236
1146,Москва,amenity,cafe,POINT (37.5902635 55.8220596),55.8220596,37.5902635
1147,Москва,amenity,cafe,POINT (37.6185237 55.6256024),55.6256024,37.6185237
1148,Москва,amenity,cafe,POINT (37.4481313 55.8609134),55.8609134,37.4481313
1149,Москва,amenity,cafe,POINT (37.6583084 55.6405825),55.6405825,37.6583084
1150,Москва,amenity,cafe,POINT (37.6409201 55.8577749),55.8577749,37.6409201
1151,Москва,amenity,cafe,POINT (37.6071206 55.5786078),55.5786078,37.6071206
1152,Москва,amenity,cafe,POINT (37.6967586 55.7154001),55.7154001,37.6967586
1153,Москва,amenity,cafe,POINT (37.6590796 55.7858901),55.7858901,37.6590796
1154,Москва,amenity,cafe,POINT (37.6623273 55.7605452),55.7605452,37.6623273
1155,Москва,amenity,cafe,POINT (37.6624364 55.7607362),55.7607362,37.6624364
1156,Москва,amenity,cafe,POINT (37.6626469 55.7610083),55.7610083,37.6626469
1157,Москва,amenity,cafe,POINT (37.4278735 55.7407939),55.7407939,37.4278735
1158,Москва,amenity,cafe,POINT (37.6621008 55.7880221),55.7880221,37.6621008
1159,Москва,amenity,cafe,POINT (37.6740338 55.7870238),55.7870238,37.6740338
1160,Москва,amenity,cafe,POINT (37.6258707 55.7601389),55.7601389,37.6258707
1161,Москва,amenity,cafe,POINT (37.5993562 55.748045),55.748045,37.5993562
1162,Москва,amenity,cafe,POINT (37.4851826 55.8422643),55.8422643,37.4851826
1163,Москва,amenity,cafe,POINT (37.778342 55.6739583),55.6739583,37.778342
1164,Москва,amenity,cafe,POINT (37.611985 55.7568506),55.7568506,37.611985
1165,Москва,amenity,cafe,POINT (37.7094187 55.7949414),55.7949414,37.7094187
1166,Москва,amenity,cafe,POINT (37.6202111 55.7641925),55.7641925,37.6202111
1167,Москва,amenity,cafe,POINT (37.6350218 55.7378025),55.7378025,37.6350218
1168,Москва,amenity,cafe,POINT (37.4630188 55.7844882),55.7844882,37.4630188
1169,Москва,amenity,cafe,POINT (37.6058048 55.6637206),55.6637206,37.6058048
1170,Москва,amenity,cafe,POINT (37.6405026 55.7628203),55.7628203,37.6405026
1171,Москва,amenity,cafe,POINT (37.5958169 55.771081),55.771081,37.5958169
1172,Москва,amenity,cafe,POINT (37.7393363 55.6681757),55.6681757,37.7393363
1173,Москва,amenity,cafe,POINT (37.7413533 55.6658708),55.6658708,37.7413533
1174,Москва,amenity,cafe,POINT (37.5405038 55.7496648),55.7496648,37.5405038
1175,Москва,amenity,cafe,POINT (37.5675663 55.7343246),55.7343246,37.5675663
1176,Москва,amenity,cafe,POINT (37.7999372 55.7076903),55.7076903,37.7999372
1177,Москва,amenity,cafe,POINT (37.6340358 55.7573563),55.7573563,37.6340358
1178,Москва,amenity,cafe,POINT (37.6079057 55.7660744),55.7660744,37.6079057
1179,Москва,amenity,cafe,POINT (37.5721275 55.7813834),55.7813834,37.5721275
1180,Москва,amenity,cafe,POINT (37.6393252 55.7566559),55.7566559,37.6393252
1181,Москва,amenity,cafe,POINT (37.6016823 55.7571896),55.7571896,37.6016823
1182,Москва,amenity,cafe,POINT (37.4739293 55.6758644),55.6758644,37.4739293
1183,Москва,amenity,cafe,POINT (37.6631344 55.7376505),55.7376505,37.6631344
1184,Москва,amenity,cafe,POINT (37.6624023 55.694433),55.694433,37.6624023
1185,Москва,amenity,cafe,POINT (37.6630338 55.6950373),55.6950373,37.6630338
1186,Москва,amenity,cafe,POINT (37.6952198 55.6989805),55.6989805,37.6952198
1187,Москва,amenity,cafe,POINT (37.7103431 55.7853135),55.7853135,37.7103431
1188,Москва,amenity,cafe,POINT (37.5658418 55.744031),55.744031,37.5658418
1189,Москва,amenity,cafe,POINT (37.5657523 55.7452108),55.7452108,37.5657523
1190,Москва,amenity,cafe,POINT (37.6007426 55.7805386),55.7805386,37.6007426
1191,Москва,amenity,cafe,POINT (37.6011812 55.780415),55.780415,37.6011812
1192,Москва,amenity,cafe,POINT (37.6016228 55.7810918),55.7810918,37.6016228
1193,Москва,amenity,cafe,POINT (37.5995679 55.6828781),55.6828781,37.5995679
1194,Москва,amenity,cafe,POINT (37.5980298 55.6826485),55.6826485,37.5980298
1195,Москва,amenity,cafe,POINT (37.5983157 55.6898976),55.6898976,37.5983157
1196,Москва,amenity,cafe,POINT (37.6368684 55.7238788),55.7238788,37.6368684
1197,Москва,amenity,cafe,POINT (37.5803433 55.7603537),55.7603537,37.5803433
1198,Москва,amenity,cafe,POINT (37.5983089 55.7820451),55.7820451,37.5983089
1199,Москва,amenity,cafe,POINT (37.65722 55.7585876),55.7585876,37.65722
1200,Москва,amenity,cafe,POINT (37.6016803 55.7436901),55.7436901,37.6016803
1201,Москва,amenity,cafe,POINT (37.4720657 55.656423),55.656423,37.4720657
1202,Москва,amenity,cafe,POINT (37.637041 55.8019057),55.8019057,37.637041
1203,Москва,amenity,cafe,POINT (37.6623003 55.760513),55.760513,37.6623003
1204,Москва,amenity,cafe,POINT (37.5905457 55.7712202),55.7712202,37.5905457
1205,Москва,amenity,cafe,POINT (37.5038181 55.7011904),55.7011904,37.5038181
1206,Москва,amenity,cafe,POINT (37.4719786 55.7765988),55.7765988,37.4719786
1207,Москва,amenity,cafe,POINT (37.7743447 55.7494556),55.7494556,37.7743447
1208,Москва,amenity,cafe,POINT (37.6793668 55.7714405),55.7714405,37.6793668
1209,Москва,amenity,cafe,POINT (37.7200656 55.609748),55.609748,37.7200656
1210,Москва,amenity,cafe,POINT (37.7852269 55.7178269),55.7178269,37.7852269
1211,Москва,amenity,cafe,POINT (37.5953667 55.5831172),55.5831172,37.5953667
1212,Москва,amenity,cafe,POINT (37.5801114 55.7250078),55.7250078,37.5801114
1213,Москва,amenity,cafe,POINT (37.4508074 55.7263647),55.7263647,37.4508074
1214,Москва,amenity,cafe,POINT (37.5817992 55.7770738),55.7770738,37.5817992
1215,Москва,amenity,cafe,POINT (37.5657404 55.6741483),55.6741483,37.5657404
1216,Москва,amenity,cafe,POINT (37.644001 55.7301602),55.7301602,37.644001
1217,Москва,amenity,cafe,POINT (37.6181131 55.803599),55.803599,37.6181131
1218,Москва,amenity,cafe,POINT (37.7231281 55.7861233),55.7861233,37.7231281
1219,Москва,amenity,cafe,POINT (37.577425 55.7310464),55.7310464,37.577425
1220,Москва,amenity,cafe,POINT (37.6366339 55.7449682),55.7449682,37.6366339
1221,Москва,amenity,cafe,POINT (37.6558962 55.6371943),55.6371943,37.6558962
1222,Москва,amenity,cafe,POINT (37.7210908 55.7835848),55.7835848,37.7210908
1223,Москва,amenity,cafe,POINT (37.5420473 55.7485762),55.7485762,37.5420473
1224,Москва,amenity,cafe,POINT (37.4692489 55.739781),55.739781,37.4692489
1225,Москва,amenity,cafe,POINT (37.4947916 55.793106),55.793106,37.4947916
1226,Москва,amenity,cafe,POINT (37.6736224 55.7716782),55.7716782,37.6736224
1227,Москва,amenity,cafe,POINT (37.4495307 55.7281251),55.7281251,37.4495307
1228,Москва,amenity,cafe,POINT (37.5182424 55.8998793),55.8998793,37.5182424
1229,Москва,amenity,cafe,POINT (37.6044272 55.7834066),55.7834066,37.6044272
1230,Москва,amenity,cafe,POINT (37.4945853 55.8666164),55.8666164,37.4945853
1231,Москва,amenity,cafe,POINT (37.6456274 55.7306231),55.7306231,37.6456274
1232,Москва,amenity,cafe,POINT (37.7142793 55.8792252),55.8792252,37.7142793
1233,Москва,amenity,cafe,POINT (37.7741757 55.6915522),55.6915522,37.7741757
1234,Москва,amenity,cafe,POINT (37.6458925 55.6530719),55.6530719,37.6458925
1235,Москва,amenity,cafe,POINT (37.5189249 55.7886613),55.7886613,37.5189249
1236,Москва,amenity,cafe,POINT (37.5939244 55.7503752),55.7503752,37.5939244
1237,Москва,amenity,cafe,POINT (37.7039657 55.7840282),55.7840282,37.7039657
1238,Москва,amenity,cafe,POINT (37.6327233 55.7802502),55.7802502,37.6327233
1239,Москва,amenity,cafe,POINT (37.6241344 55.7678459),55.7678459,37.6241344
1240,Москва,amenity,cafe,POINT (37.6345719 55.8248464),55.8248464,37.6345719
1241,Москва,amenity,cafe,POINT (37.4855829 55.8419549),55.8419549,37.4855829
1242,Москва,amenity,cafe,POINT (37.4991281 55.6989904),55.6989904,37.4991281
1243,Москва,amenity,cafe,POINT (37.6392997 55.7582001),55.7582001,37.6392997
1244,Москва,amenity,cafe,POINT (37.6129187 55.7586704),55.7586704,37.6129187
1245,Москва,amenity,cafe,POINT (37.8211154 55.7141784),55.7141784,37.8211154
1246,Москва,amenity,cafe,POINT (37.5040493 55.8364639),55.8364639,37.5040493
1247,Москва,amenity,cafe,POINT (37.5977361 55.7547996),55.7547996,37.5977361
1248,Москва,amenity,cafe,POINT (37.6626107 55.7537981),55.7537981,37.6626107
1249,Москва,amenity,cafe,POINT (37.5649082 55.7342975),55.7342975,37.5649082
1250,Москва,amenity,cafe,POINT (37.7451952 55.7605668),55.7605668,37.7451952
1251,Москва,amenity,cafe,POINT (37.6617363 55.7538185),55.7538185,37.6617363
1252,Москва,amenity,cafe,POINT (37.4028034 55.7069863),55.7069863,37.4028034
1253,Москва,amenity,cafe,POINT (37.390648 55.8030285),55.8030285,37.390648
1254,Москва,amenity,cafe,POINT (37.5726495 55.700277),55.700277,37.5726495
1255,Москва,amenity,cafe,POINT (37.6672871 55.7696022),55.7696022,37.6672871
1256,Москва,amenity,cafe,POINT (37.6702537 55.7651088),55.7651088,37.6702537
1257,Москва,amenity,cafe,POINT (37.4896731 55.7907134),55.7907134,37.4896731
1258,Москва,amenity,cafe,POINT (37.501042 55.8444171),55.8444171,37.501042
1259,Москва,amenity,cafe,POINT (37.6467933 55.7601305),55.7601305,37.6467933
1260,Москва,amenity,cafe,POINT (37.6823396 55.7714127),55.7714127,37.6823396
1261,Москва,amenity,cafe,POINT (37.6967669 55.7818292),55.7818292,37.6967669
1262,Москва,amenity,cafe,POINT (37.5647208 55.7323298),55.7323298,37.5647208
1263,Москва,amenity,cafe,POINT (37.604345 55.8845704),55.8845704,37.604345
1264,Москва,amenity,cafe,POINT (37.5675512 55.7274341),55.7274341,37.5675512
1265,Москва,amenity,cafe,POINT (37.5866105 55.7811702),55.7811702,37.5866105
1266,Москва,amenity,cafe,POINT (37.6035981 55.73775),55.73775,37.6035981
1267,Москва,amenity,cafe,POINT (37.5843029 55.8064998),55.8064998,37.5843029
1268,Москва,amenity,cafe,POINT (37.4333127 55.7816677),55.7816677,37.4333127
1269,Москва,amenity,cafe,POINT (37.6260983 55.7199357),55.7199357,37.6260983
1270,Москва,amenity,cafe,POINT (37.627313 55.7232305),55.7232305,37.627313
1271,Москва,amenity,cafe,POINT (37.5924018 55.7482455),55.7482455,37.5924018
1272,Москва,amenity,cafe,POINT (37.6319327 55.7784915),55.7784915,37.6319327
1273,Москва,amenity,cafe,POINT (37.5713873 55.9031347),55.9031347,37.5713873
1274,Москва,amenity,cafe,POINT (37.6556972 55.6468854),55.6468854,37.6556972
1275,Москва,amenity,cafe,POINT (37.8121875 55.7932794),55.7932794,37.8121875
1276,Москва,amenity,cafe,POINT (37.542131 55.6725552),55.6725552,37.542131
1277,Москва,amenity,cafe,POINT (37.6067658 55.7634315),55.7634315,37.6067658
1278,Москва,amenity,cafe,POINT (37.7083318 55.6249373),55.6249373,37.7083318
1279,Москва,amenity,cafe,POINT (37.6079619 55.7143134),55.7143134,37.6079619
1280,Москва,amenity,cafe,POINT (37.5622169 55.7614817),55.7614817,37.5622169
1281,Москва,amenity,cafe,POINT (37.5986119 55.750675),55.750675,37.5986119
1282,Москва,amenity,cafe,POINT (37.5889036 55.7745357),55.7745357,37.5889036
1283,Москва,amenity,cafe,POINT (37.502298 55.7319783),55.7319783,37.502298
1284,Москва,amenity,cafe,POINT (37.508562 55.6169229),55.6169229,37.508562
1285,Москва,amenity,cafe,POINT (37.579045 55.7255585),55.7255585,37.579045
1286,Москва,amenity,cafe,POINT (37.6736514 55.7744301),55.7744301,37.6736514
1287,Москва,amenity,cafe,POINT (37.6740999 55.7742234),55.7742234,37.6740999
1288,Москва,amenity,cafe,POINT (37.5389783 55.8831985),55.8831985,37.5389783
1289,Москва,amenity,cafe,POINT (37.4865551 55.6913244),55.6913244,37.4865551
1290,Москва,amenity,cafe,POINT (37.565502 55.679732),55.679732,37.565502
1291,Москва,amenity,cafe,POINT (37.4713712 55.6432215),55.6432215,37.4713712
1292,Москва,amenity,cafe,POINT (37.7117295 55.7825517),55.7825517,37.7117295
1293,Москва,amenity,cafe,POINT (37.640131 55.8706641),55.8706641,37.640131
1294,Москва,amenity,cafe,POINT (37.5418944 55.8984735),55.8984735,37.5418944
1295,Москва,amenity,cafe,POINT (37.5331775 55.7740501),55.7740501,37.5331775
1296,Москва,amenity,cafe,POINT (37.5930403 55.7500462),55.7500462,37.5930403
1297,Москва,amenity,cafe,POINT (37.6796102 55.7471328),55.7471328,37.6796102
1298,Москва,amenity,cafe,POINT (37.7954785 55.6887409),55.6887409,37.7954785
1299,Москва,amenity,cafe,POINT (37.7510069 55.6509516),55.6509516,37.7510069
1300,Москва,amenity,cafe,POINT (37.6208725 55.8337631),55.8337631,37.6208725
1301,Москва,amenity,cafe,POINT (37.604131 55.7693311),55.7693311,37.604131
1302,Москва,amenity,cafe,POINT (37.7459183 55.6934357),55.6934357,37.7459183
1303,Москва,amenity,cafe,POINT (37.5513018 55.6694865),55.6694865,37.5513018
1304,Москва,amenity,cafe,POINT (37.6230826 55.6336166),55.6336166,37.6230826
1305,Москва,amenity,cafe,POINT (37.6314957 55.7676513),55.7676513,37.6314957
1306,Москва,amenity,cafe,POINT (37.6148534 55.7842668),55.7842668,37.6148534
1307,Москва,amenity,cafe,POINT (37.6054762 55.7800116),55.7800116,37.6054762
1308,Москва,amenity,cafe,POINT (37.5118019 55.7016095),55.7016095,37.5118019
1309,Москва,amenity,cafe,POINT (37.6124806 55.7579939),55.7579939,37.6124806
1310,Москва,amenity,cafe,POINT (37.6658372 55.7594611),55.7594611,37.6658372
1311,Москва,amenity,cafe,POINT (37.5903659 55.7432142),55.7432142,37.5903659
1312,Москва,amenity,cafe,POINT (37.66409 55.7604935),55.7604935,37.66409
1313,Москва,amenity,cafe,POINT (37.5770161 55.7656625),55.7656625,37.5770161
1314,Москва,amenity,cafe,POINT (37.6013914 55.7729579),55.7729579,37.6013914
1315,Москва,amenity,cafe,POINT (37.6081681 55.7751022),55.7751022,37.6081681
1316,Москва,amenity,cafe,POINT (37.6071691 55.7769732),55.7769732,37.6071691
1317,Москва,amenity,cafe,POINT (37.5275347 55.7403997),55.7403997,37.5275347
1318,Москва,amenity,cafe,POINT (37.7878893 55.7954736),55.7954736,37.7878893
1319,Москва,amenity,cafe,POINT (37.5715267 55.781147),55.781147,37.5715267
1320,Москва,amenity,cafe,POINT (37.6581067 55.6331926),55.6331926,37.6581067
1321,Москва,amenity,cafe,POINT (37.6181139 55.8033169),55.8033169,37.6181139
1322,Москва,amenity,cafe,POINT (37.586567 55.7753381),55.7753381,37.586567
1323,Москва,amenity,cafe,POINT (37.6285135 55.7527256),55.7527256,37.6285135
1324,Москва,amenity,cafe,POINT (37.6034875 55.7759798),55.7759798,37.6034875
1325,Москва,amenity,cafe,POINT (37.6087262 55.657155),55.657155,37.6087262
1326,Москва,amenity,cafe,POINT (37.60611 55.7715885),55.7715885,37.60611
1327,Москва,amenity,cafe,POINT (37.5989435 55.774406),55.774406,37.5989435
1328,Москва,amenity,cafe,POINT (37.598715 55.7745167),55.7745167,37.598715
1329,Москва,amenity,cafe,POINT (37.7693707 55.7103768),55.7103768,37.7693707
1330,Москва,amenity,cafe,POINT (37.6917461 55.6146135),55.6146135,37.6917461
1331,Москва,amenity,cafe,POINT (37.5439766 55.797957),55.797957,37.5439766
1332,Москва,amenity,cafe,POINT (37.6637421 55.7457464),55.7457464,37.6637421
1333,Москва,amenity,cafe,POINT (37.4039988 55.6412875),55.6412875,37.4039988
1334,Москва,amenity,cafe,POINT (37.5330183 55.8032144),55.8032144,37.5330183
1335,Москва,amenity,cafe,POINT (37.5002125 55.6998593),55.6998593,37.5002125
1336,Москва,amenity,cafe,POINT (37.4997121 55.6995128),55.6995128,37.4997121
1337,Москва,amenity,cafe,POINT (37.5047967 55.7024142),55.7024142,37.5047967
1338,Москва,amenity,cafe,POINT (37.5380315 55.8985283),55.8985283,37.5380315
1339,Москва,amenity,cafe,POINT (37.6968075 55.7819619),55.7819619,37.6968075
1340,Москва,amenity,cafe,POINT (37.6529972 55.7507497),55.7507497,37.6529972
1341,Москва,amenity,cafe,POINT (37.7637956 55.7385624),55.7385624,37.7637956
1342,Москва,amenity,cafe,POINT (37.6058176 55.6229131),55.6229131,37.6058176
1343,Москва,amenity,cafe,POINT (37.6285715 55.8369776),55.8369776,37.6285715
1344,Москва,amenity,cafe,POINT (37.5042148 55.6528602),55.6528602,37.5042148
1345,Москва,amenity,cafe,POINT (37.7508324 55.757151),55.757151,37.7508324
1346,Москва,amenity,cafe,POINT (37.505187 55.6529347),55.6529347,37.505187
1347,Москва,amenity,cafe,POINT (37.5138663 55.7780437),55.7780437,37.5138663
1348,Москва,amenity,cafe,POINT (37.6192744 55.7566505),55.7566505,37.6192744
1349,Москва,amenity,cafe,POINT (37.6616451 55.7382522),55.7382522,37.6616451
1350,Москва,amenity,cafe,POINT (37.5992308 55.7573559),55.7573559,37.5992308
1351,Москва,amenity,cafe,POINT (37.5406015 55.6757839),55.6757839,37.5406015
1352,Москва,amenity,cafe,POINT (37.5422681 55.6726384),55.6726384,37.5422681
1353,Москва,amenity,cafe,POINT (37.5202348 55.8512437),55.8512437,37.5202348
1354,Москва,amenity,cafe,POINT (37.6252964 55.698374),55.698374,37.6252964
1355,Москва,amenity,cafe,POINT (37.5699608 55.6809035),55.6809035,37.5699608
1356,Москва,amenity,cafe,POINT (37.6065123 55.7528751),55.7528751,37.6065123
1357,Москва,amenity,cafe,POINT (37.6140437 55.7554675),55.7554675,37.6140437
1358,Москва,amenity,cafe,POINT (37.6017903 55.7804777),55.7804777,37.6017903
1359,Москва,amenity,cafe,POINT (37.7071007 55.7473009),55.7473009,37.7071007
1360,Москва,amenity,cafe,POINT (37.4443504 55.8508532),55.8508532,37.4443504
1361,Москва,amenity,cafe,POINT (37.6010674 55.862898),55.862898,37.6010674
1362,Москва,amenity,cafe,POINT (37.559577 55.7815337),55.7815337,37.559577
1363,Москва,amenity,cafe,POINT (37.526495 55.8047749),55.8047749,37.526495
1364,Москва,amenity,cafe,POINT (37.5215478 55.785387),55.785387,37.5215478
1365,Москва,amenity,cafe,POINT (37.5741453 55.6776734),55.6776734,37.5741453
1366,Москва,amenity,cafe,POINT (37.6363705 55.7294662),55.7294662,37.6363705
1367,Москва,amenity,cafe,POINT (37.6437766 55.7236742),55.7236742,37.6437766
1368,Москва,amenity,cafe,POINT (37.5673896 55.7275104),55.7275104,37.5673896
1369,Москва,amenity,cafe,POINT (37.5674782 55.7275708),55.7275708,37.5674782
1370,Москва,amenity,cafe,POINT (37.5441379 55.6726773),55.6726773,37.5441379
1371,Москва,amenity,cafe,POINT (37.6546177 55.7509775),55.7509775,37.6546177
1372,Москва,amenity,cafe,POINT (37.6794887 55.7674554),55.7674554,37.6794887
