,station_name,station_lat,station_lng,line_id,line_name,station_id,station_order
393,Косино,55.714167,37.8475,135,МЦД-3,135.861,25
394,Ухтомская,55.698611,37.864167,135,МЦД-3,135.862,26
395,Люберцы I,55.681667,37.896944,135,МЦД-3,135.863,27
396,Панки,55.668889,37.9225,135,МЦД-3,135.864,28
397,Томилино,55.655,37.954722,135,МЦД-3,135.865,29
398,Красково,55.649722,37.9825,135,МЦД-3,135.866,30
399,Малаховка,55.645,38.008333,135,МЦД-3,135.867,31
400,Удельная,55.634444,38.043889,135,МЦД-3,135.868,32
401,Быково,55.626667,38.070556,135,МЦД-3,135.869,33
402,Ильинская,55.616389,38.100278,135,МЦД-3,135.87,34
403,Отдых,55.601111,38.136944,135,МЦД-3,135.871,35
404,Кратово,55.591667,38.16,135,МЦД-3,135.872,36
405,Есенинская,55.581944,38.184167,135,МЦД-3,135.873,37
406,Фабричная,55.572778,1.873333,135,МЦД-3,135.874,38
407,Раменское,55.565278,55.565278,135,МЦД-3,135.875,39
408,Ипподром,55.560278,38.238889,135,МЦД-3,135.876,40
409,Железнодорожная,55.7525,38.008889,136,МЦД-4,136.877,0
410,Ольгино,55.751667,37.978611,136,МЦД-4,136.878,1
411,Кучино,55.752222,37.954722,136,МЦД-4,136.879,2
412,Салтыковская,55.757778,37.923056,136,МЦД-4,136.88,3
413,Никольское,55.759722,37.897778,136,МЦД-4,136.881,4
414,Реутово,55.751389,37.855833,136,МЦД-4,136.882,5
415,Новогиреево,55.744444,37.818333,136,МЦД-4,136.883,6
416,Кусково,55.739722,37.795278,136,МЦД-4,136.884,7
417,Чухлинка,55.733889,55.733889,136,МЦД-4,136.886,8
418,Нижегородская,55.733333,37.729444,136,МЦД-4,136.887,9
419,Серп и Молот,55.748056,37.681944,136,МЦД-4,136.888,10
420,Курская,55.740833,37.660556,136,МЦД-4,136.889,11
421,Площадь трёх вокзалов,55.776667,37.651111,136,МЦД-4,136.89,12
422,Рижская,55.793889,37.638611,136,МЦД-4,136.891,13
423,Марьина Роща,55.800833,37.618889,136,МЦД-4,136.892,14
424,Савёловская,55.794444,37.590278,136,МЦД-4,136.893,15
425,Белорусская,55.776389,37.580278,136,МЦД-4,136.894,16
426,Ермакова Роща,55.765556,37.535278,136,МЦД-4,136.896,18
427,Тестовская,55.750833,37.530278,136,МЦД-4,136.897,19
428,Кутузовская,55.741944,37.533056,136,МЦД-4,136.898,20
429,Поклонная,55.728333,37.511667,136,МЦД-4,136.899,21
430,Минская,55.723333,37.533056,136,МЦД-4,136.9,22
431,Матвеевское,55.704722,37.482222,136,МЦД-4,136.901,23
432,Аминьевская,55.699444,37.468056,136,МЦД-4,136.902,24
433,Очаково I,55.683611,37.451389,136,МЦД-4,136.903,25
434,Мещерская,55.666667,37.424444,136,МЦД-4,136.904,26
435,Солнечная,55.656944,37.383611,136,МЦД-4,136.905,27
436,Новопеределкино,55.639167,37.381111,136,МЦД-4,136.906,28
437,Переделкино,55.656111,37.353889,136,МЦД-4,136.907,29
438,Мичуринец,55.646111,37.315,136,МЦД-4,136.908,30
439,Внуково,55.648889,37.269722,136,МЦД-4,136.909,31
440,Лесной Городок,55.630278,37.219167,136,МЦД-4,136.91,32
441,Толстопальцево,55.607778,37.186389,136,МЦД-4,136.911,33
442,Кокошкино,55.599722,37.171389,136,МЦД-4,136.912,34
443,Санино,55.583889,37.138333,136,МЦД-4,136.913,35
444,Крёкшино,55.577778,37.109722,136,МЦД-4,136.914,36
445,Победа,55.566111,37.093056,136,МЦД-4,136.915,37
446,Апрелевка,55.550278,37.0675,136,МЦД-4,136.916,38
447,Новаторская,55.670833,37.52,137,Троицкая,137.921,0
448,Университет дружбы народов,55.64824,37.507556,137,Троицкая,137.92,1
449,Генерала Тюленева,55.626248,37.486032,137,Троицкая,137.922,2
450,Тютчевская,55.618801,37.481415,137,Троицкая,137.923,3
